Owner,Team,League,Recipient,Amount,Election Year,Party,Female
Charles Johnson,San Francisco Giants,MLB,JACKIE SPEIER FOR CONGRESS,2500,2020,Democrat,0
Charles Johnson,San Francisco Giants,MLB,VIGOP (VIRGIN ISLANDS REPUBLICAN PARTY),2000,2016,Republican,0
Charles Johnson,San Francisco Giants,MLB,BLACK AMERICANS TO RE-ELECT THE PRESIDENT,1000,2018,Republican,0
Charles Johnson,San Francisco Giants,MLB,CALIFORNIA REPUBLICAN PARTY FEDERAL ACCT.,400,2018,Republican,0
Charles K. Monfort,Colorado Rockies,MLB,COLORADO REPUBLICAN COMMITTEE,5000,2016,Republican,0
Chris Ilitch,Detroit Tigers,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLIITCAL ACTION COMMITTEE,5000,2018,Bipartisan,0
Chris Ilitch,Detroit Tigers,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLIITCAL ACTION COMMITTEE,5000,2020,Bipartisan,0
Fred Wilpon,New York Mets,MLB,AMERICA LEADS,100000,2016,Republican,0
Fred Wilpon,New York Mets,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL PAC,6667,2018,Bipartisan,0
Fred Wilpon,New York Mets,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL PAC,6667,2016,Bipartisan,0
Fred Wilpon,New York Mets,MLB,STEVE ISRAEL FOR CONGRESS COMMITTEE,5400,2016,Democrat,0
Fred Wilpon,New York Mets,MLB,KOHL FOR CONGRESS,5400,2018,Democrat,0
Fred Wilpon,New York Mets,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL PAC,3333,2020,Bipartisan,0
Fred Wilpon,New York Mets,MLB,MEEKS VICTORY FUND,3032,2020,Democrat,0
Fred Wilpon,New York Mets,MLB,TEAM RICK SCOTT,2997,2020,Republican,0
Fred Wilpon,New York Mets,MLB,SUOZZI VICTORY FUND,2938,2018,Democrat,0
Fred Wilpon,New York Mets,MLB,CROWLEY LEADERSHIP FUND,2772,2018,Democrat,0
Fred Wilpon,New York Mets,MLB,CHRIS CHRISTIE FOR PRESIDENT INC.,2700,2016,Republican,0
Fred Wilpon,New York Mets,MLB,CROWLEY LEADERSHIP FUND,1768,2016,Democrat,0
Fred Wilpon,New York Mets,MLB,ENGEL FOR CONGRESS,1518,2018,Democrat,0
Fred Wilpon,New York Mets,MLB,SUOZZI FOR CONGRESS,1400,2016,Democrat,0
Fred Wilpon,New York Mets,MLB,PETE KING FOR CONGRESS COMMITTEE,1000,2016,Republican,0
Fred Wilpon,New York Mets,MLB,CHARLIE CRIST FOR CONGRESS,1000,2018,Democrat,0
Fred Wilpon,New York Mets,MLB,DONOVAN FOR CONGRESS,280,2016,Republican,0
Greg Johnson,San Francisco Giants,MLB,ALEX MOONEY FOR CONGRESS,5600,2020,Republican,0
Greg Johnson,San Francisco Giants,MLB,ALEX MOONEY FOR CONGRESS,5400,2018,Republican,0
Greg Johnson,San Francisco Giants,MLB,MOONEY VICTORY FUND,5000,2018,Republican,0
Greg Johnson,San Francisco Giants,MLB,MARSHA FOR SENATE,2000,2018,Republican,0
Greg Johnson,San Francisco Giants,MLB,PERDUE FOR SENATE,1000,2018,Republican,0
Greg Johnson,San Francisco Giants,MLB,TEXANS FOR SENATOR JOHN CORNYN INC.,1000,2018,Republican,0
Hal Steinbrenner,New York Yankees,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL PAC,5000,2020,Bipartisan,0
Ilana Kloss,Los Angeles Dodgers,MLB,BIDEN FOR PRESIDENT,1000,2020,Democrat,1
Jerry Reinsdorf,Chicago White Sox,MLB,GOVERN OR GO HOME,300000,2018,,0
Jerry Reinsdorf,Chicago White Sox,MLB,UNITED TOGETHER,300000,2018,,0
Jerry Reinsdorf,Chicago White Sox,MLB,DUTY AND COUNTRY,200000,2018,Democrat,0
Jerry Reinsdorf,Chicago White Sox,MLB,"UNITED FOR PROGRESS, INC.",200000,2018,,0
Jerry Reinsdorf,Chicago White Sox,MLB,CITIZENS FOR A STRONG AMERICA INC,200000,2018,Republican,0
Jerry Reinsdorf,Chicago White Sox,MLB,ILLINOIS DEMOCRATS FOR CHANGE,100000,2020,Democrat,0
Jerry Reinsdorf,Chicago White Sox,MLB,NRSC,100000,2020,Republican,0
Jerry Reinsdorf,Chicago White Sox,MLB,PROBLEM SOLVERS PATRIOTS,84000,2020,Republican,0
Jerry Reinsdorf,Chicago White Sox,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,10000,2016,Bipartisan,0
Jerry Reinsdorf,Chicago White Sox,MLB,NEW JERSEY DEMOCRATIC STATE COMMITTEE,10000,2018,Democrat,0
Jerry Reinsdorf,Chicago White Sox,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,10000,2018,Bipartisan,0
Jerry Reinsdorf,Chicago White Sox,MLB,COLLINS FOR SENATOR,5600,2020,Republican,0
Jerry Reinsdorf,Chicago White Sox,MLB,COMMITTEE TO RE-ELECT STEVE WATKINS,5600,2020,Republican,0
Jerry Reinsdorf,Chicago White Sox,MLB,ERNST VICTORY IOWA,5600,2020,Republican,0
Jerry Reinsdorf,Chicago White Sox,MLB,KINZINGER FOR CONGRESS,5600,2020,Republican,0
Jerry Reinsdorf,Chicago White Sox,MLB,MIKE BOST FOR CONGRESS COMMITTE,5600,2020,Republican,0
Jerry Reinsdorf,Chicago White Sox,MLB,PERDUE FOR SENATE,5600,2020,Republican,0
Jerry Reinsdorf,Chicago White Sox,MLB,REED VICTORY COMMITTEE,5600,2020,Republican,0
Jerry Reinsdorf,Chicago White Sox,MLB,DAN LIPINSKI FOR CONGRESS,5600,2020,Democrat,0
Jerry Reinsdorf,Chicago White Sox,MLB,FRIENDS OF DICK DURBIN COMMITTEE,5600,2020,Democrat,0
Jerry Reinsdorf,Chicago White Sox,MLB,TOM O'HALLERAN FOR CONGRESS,5600,2020,Democrat,0
Jerry Reinsdorf,Chicago White Sox,MLB,FRIENDS OF JOHN MCCAIN INC,5400,2016,Republican,0
Jerry Reinsdorf,Chicago White Sox,MLB,FRIENDS OF KELLY AYOTTE INC,5400,2016,Republican,0
Jerry Reinsdorf,Chicago White Sox,MLB,FRIENDS OF CHERI BUSTOS,5400,2016,Democrat,0
Jerry Reinsdorf,Chicago White Sox,MLB,BILL CASSIDY FOR US SENATE,5400,2018,Republican,0
Jerry Reinsdorf,Chicago White Sox,MLB,DEB FISCHER FOR US SENATE,5400,2018,Republican,0
Jerry Reinsdorf,Chicago White Sox,MLB,FRIENDS OF JOHN BARRASSO,5400,2018,Republican,0
Jerry Reinsdorf,Chicago White Sox,MLB,"HOOSIERS FOR ROKITA, INC.",5400,2018,Republican,0
Jerry Reinsdorf,Chicago White Sox,MLB,JEFF FLAKE FOR US SENATE INC,5400,2018,Republican,0
Jerry Reinsdorf,Chicago White Sox,MLB,KINZINGER FOR CONGRESS,5400,2018,Republican,0
Jerry Reinsdorf,Chicago White Sox,MLB,MCSALLY FOR SENATE INC,5400,2018,Republican,0
Jerry Reinsdorf,Chicago White Sox,MLB,MIKE BOST FOR CONGRESS COMMITTEE,5400,2018,Republican,0
Jerry Reinsdorf,Chicago White Sox,MLB,ROSENDALE VICTORY FUND,5400,2018,Republican,0
Jerry Reinsdorf,Chicago White Sox,MLB,TIM SCOTT FOR SENATE,5400,2018,Republican,0
Jerry Reinsdorf,Chicago White Sox,MLB,TOM REED FOR CONGRESS,5400,2018,Republican,0
Jerry Reinsdorf,Chicago White Sox,MLB,CHARLIE CRIST FOR CONGRESS,5400,2018,Democrat,0
Jerry Reinsdorf,Chicago White Sox,MLB,DAN LIPINSKI FOR CONGRESS,5400,2018,Democrat,0
Jerry Reinsdorf,Chicago White Sox,MLB,DONNELLY FOR INDIANA,5400,2018,Democrat,0
Jerry Reinsdorf,Chicago White Sox,MLB,JOSH GOTTHEIMER FOR CONGRESS,5400,2018,Democrat,0
Jerry Reinsdorf,Chicago White Sox,MLB,MONTANANS FOR TESTER,5400,2018,Democrat,0
Jerry Reinsdorf,Chicago White Sox,MLB,QUIGLEY FOR CONGRESS,5400,2018,Democrat,0
Jerry Reinsdorf,Chicago White Sox,MLB,SCHNEIDER FOR CONGRESS,5400,2018,Democrat,0
Jerry Reinsdorf,Chicago White Sox,MLB,SUOZZI FOR CONGRESS,5400,2018,Democrat,0
Jerry Reinsdorf,Chicago White Sox,MLB,TOM O'HALLERAN FOR CONGRESS,5400,2018,Democrat,0
Jerry Reinsdorf,Chicago White Sox,MLB,JOSH GOTTHEIMER FOR CONGRESS,5400,2020,Democrat,0
Jerry Reinsdorf,Chicago White Sox,MLB,KIRK VICTORY COMMITTEE,5000,2016,Republican,0
Jerry Reinsdorf,Chicago White Sox,MLB,TIM SCOTT FOR SENATE,5000,2016,Republican,0
Jerry Reinsdorf,Chicago White Sox,MLB,GOLDEN RULE PAC,5000,2018,Democrat,0
Jerry Reinsdorf,Chicago White Sox,MLB,GREEN VICTORY FUND,5000,2020,Republican,0
Jerry Reinsdorf,Chicago White Sox,MLB,SCOTT TAYLOR FOR SENATE,5000,2020,Republican,0
Jerry Reinsdorf,Chicago White Sox,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,5000,2020,Bipartisan,0
Jerry Reinsdorf,Chicago White Sox,MLB,DOLD FOR CONGRESS,3700,2016,Republican,0
Jerry Reinsdorf,Chicago White Sox,MLB,ROSKAM FOR CONGRESS COMMITTEE,3700,2018,Republican,0
Jerry Reinsdorf,Chicago White Sox,MLB,AMERICANS FOR PARNELL COMMITTEE,2800,2020,Republican,0
Jerry Reinsdorf,Chicago White Sox,MLB,FERGUSON VICTORY FUND,2800,2020,Republican,0
Jerry Reinsdorf,Chicago White Sox,MLB,JIM 2020 COMMITTEE,2800,2020,Republican,0
Jerry Reinsdorf,Chicago White Sox,MLB,MATT ROSENDALE FOR MONTANA,2800,2020,Republican,0
Jerry Reinsdorf,Chicago White Sox,MLB,BRINDISI FOR CONGRESS,2800,2020,Democrat,0
Jerry Reinsdorf,Chicago White Sox,MLB,HICKENLOOPER FOR COLORADO,2800,2020,Democrat,0
Jerry Reinsdorf,Chicago White Sox,MLB,FRIENDS OF MIA LOVE,2700,2016,Republican,0
Jerry Reinsdorf,Chicago White Sox,MLB,SASSE LEADERSHIP COMMITTEE,2700,2016,Republican,0
Jerry Reinsdorf,Chicago White Sox,MLB,EVAN BAYH COMMITTEE,2700,2016,Democrat,0
Jerry Reinsdorf,Chicago White Sox,MLB,COMMITTEE TO ELECT STEVE WATKINS,2700,2018,Republican,0
Jerry Reinsdorf,Chicago White Sox,MLB,FRIENDS OF S. ASHLEY NICKLOES,2700,2018,Republican,0
Jerry Reinsdorf,Chicago White Sox,MLB,RANDY HULTGREN FOR CONGRESS,2700,2018,Republican,0
Jerry Reinsdorf,Chicago White Sox,MLB,STRANGE FOR SENATE,2700,2018,Republican,0
Jerry Reinsdorf,Chicago White Sox,MLB,FRIENDS OF DICK DURBIN COMMITTEE,2700,2018,Democrat,0
Jerry Reinsdorf,Chicago White Sox,MLB,STANTON FOR CONGRESS,2700,2018,Democrat,0
Jerry Reinsdorf,Chicago White Sox,MLB,STANTON FOR CONGRESS,2700,2020,Democrat,0
Jerry Reinsdorf,Chicago White Sox,MLB,KINZINGER FOR CONGRESS,2500,2016,Republican,0
Jerry Reinsdorf,Chicago White Sox,MLB,MIKE BOST FOR CONGRESS COMMITTEE,2500,2016,Republican,0
Jerry Reinsdorf,Chicago White Sox,MLB,DURBIN VICTORY FUND,2500,2018,Democrat,0
Jerry Reinsdorf,Chicago White Sox,MLB,BOST PAC,2500,2020,Republican,0
Jerry Reinsdorf,Chicago White Sox,MLB,WINRED,2500,2020,Republican,0
Jerry Reinsdorf,Chicago White Sox,MLB,KATKO FOR CONGRESS,1000,2016,Republican,0
Jerry Reinsdorf,Chicago White Sox,MLB,UNIVERSITY PUBLIC ISSUES COMMITTEE AKA UPIC,1000,2016,"Bipartisan, but mostly Democratic",0
Jerry Reinsdorf,Chicago White Sox,MLB,PETE SESSIONS FOR CONGRESS,1000,2018,Republican,0
Jerry Reinsdorf,Chicago White Sox,MLB,UNIVERSITY PUBLIC ISSUES COMMITTEE AKA UPIC,1000,2018,"Bipartisan, but mostly Democratic",0
Jim Crane,Houston Astros,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,10000,2016,Bipartisan,0
Jim Crane,Houston Astros,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,10000,2018,Bipartisan,0
Jim Crane,Houston Astros,MLB,ALEX T FOR CONGRESS,5400,2018,Democrat,0
Jim Crane,Houston Astros,MLB,DCCC,5000,2016,Democrat,0
Jim Crane,Houston Astros,MLB,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,5000,2016,Democrat,0
Jim Crane,Houston Astros,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,5000,2020,Bipartisan,0
Jim Pohlad,Minnesota Twins,MLB,HILLARY VICTORY FUND,110000,2016,Democrat,0
Jim Pohlad,Minnesota Twins,MLB,TINA SMITH VICTORY,12700,2018,Democrat,0
Jim Pohlad,Minnesota Twins,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,10000,2016,Bipartisan,0
Jim Pohlad,Minnesota Twins,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,10000,2018,Bipartisan,0
Jim Pohlad,Minnesota Twins,MLB,AMY FOR AMERICA,5600,2020,Democrat,0
Jim Pohlad,Minnesota Twins,MLB,ANGIE CRAIG FOR CONGRESS,5600,2020,Democrat,0
Jim Pohlad,Minnesota Twins,MLB,BIDEN VICTORY FUND,5600,2020,Democrat,0
Jim Pohlad,Minnesota Twins,MLB,TINA SMITH FOR MINNESOTA,5600,2020,Democrat,0
Jim Pohlad,Minnesota Twins,MLB,ANGIE CRAIG FOR CONGRESS,5400,2018,Democrat,0
Jim Pohlad,Minnesota Twins,MLB,DEAN PHILLIPS FOR CONGRESS,5400,2018,Democrat,0
Jim Pohlad,Minnesota Twins,MLB,HEIDI FOR SENATE,5400,2018,Democrat,0
Jim Pohlad,Minnesota Twins,MLB,RADINOVICH FOR CONGRESS,5400,2018,Democrat,0
Jim Pohlad,Minnesota Twins,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,5000,2020,Bipartisan,0
Jim Pohlad,Minnesota Twins,MLB,DEAN PHILLIPS FOR CONGRESS,2800,2020,Democrat,0
Jim Pohlad,Minnesota Twins,MLB,WIN THE ERA PAC,2800,2020,Democrat,0
Jim Pohlad,Minnesota Twins,MLB,ANGIE CRAIG FOR CONGRESS,2700,2016,Democrat,0
Jim Pohlad,Minnesota Twins,MLB,FRIENDS OF DAN FEEHAN,2700,2018,Democrat,0
Jim Pohlad,Minnesota Twins,MLB,KAINE FOR VIRGINIA,2700,2018,Democrat,0
Jim Pohlad,Minnesota Twins,MLB,MARGARET FOR CONGRESS,2700,2018,Democrat,0
Jim Pohlad,Minnesota Twins,MLB,KLOBUCHAR FOR MINNESOTA,2500,2016,Democrat,0
Jim Pohlad,Minnesota Twins,MLB,DIBBLE FOR CONGRESS,600,2018,Democrat,0
Jim Pohlad,Minnesota Twins,MLB,KLOBUCHAR FOR MINNESOTA,400,2018,Democrat,0
Jim Pohlad,Minnesota Twins,MLB,KLOBUCHAR FOR MINNESOTA,400,2018,Democrat,0
John Fisher,Oakland Athletics,MLB,COTTON VICTORY,10400,2018,Republican,0
John Fisher,Oakland Athletics,MLB,BOB CORKER FOR SENATE 2018 INC,5400,2018,Republican,0
John Fisher,Oakland Athletics,MLB,COMSTOCK FOR CONGRESS,5400,2018,Republican,0
John Fisher,Oakland Athletics,MLB,DAN CRENSHAW FOR CONGRESS,5400,2018,Republican,0
John Fisher,Oakland Athletics,MLB,FRIENDS OF ANDY COLEMAN,5400,2018,Republican,0
John Fisher,Oakland Athletics,MLB,HATCH ELECTION COMMITTEE INC,5400,2018,Republican,0
John Fisher,Oakland Athletics,MLB,HELLER FOR SENATE,5400,2018,Republican,0
John Fisher,Oakland Athletics,MLB,HURD VICTORY FUND,5400,2018,Republican,0
John Fisher,Oakland Athletics,MLB,JEFF FLAKE FOR US SENATE INC,5400,2018,Republican,0
John Fisher,Oakland Athletics,MLB,MIMI WALTERS VICTORY FUND,5400,2018,Republican,0
John Fisher,Oakland Athletics,MLB,SASSE LEADERSHIP COMMITTEE,5400,2018,Republican,0
John Fisher,Oakland Athletics,MLB,WINNING WOMEN FOR THE US SENATE,5400,2018,Republican,0
John Fisher,Oakland Athletics,MLB,CARPER FOR SENATE,5400,2018,Democrat,0
John Fisher,Oakland Athletics,MLB,DIANA DEGETTE FOR CONGRESS,5400,2018,Democrat,0
John Fisher,Oakland Athletics,MLB,FEINSTEIN FOR SENATE 2024,5400,2018,Democrat,0
John Fisher,Oakland Athletics,MLB,MORE CONSERVATIVES PAC (MCPAC),5000,2018,Republican,0
John Fisher,Oakland Athletics,MLB,GAP INC. POLITICAL ACTION COMMITTEE; THE,5000,2020,Bipartisan,0
John Fisher,Oakland Athletics,MLB,BRADY FOR CONGRESS,2800,2020,Republican,0
John Fisher,Oakland Athletics,MLB,MAKING AMERICA PROSPEROUS PAC,2700,2018,Republican,0
John Fisher,Oakland Athletics,MLB,CORY BOOKER FOR SENATE,2700,2018,Democrat,0
John Fisher,Oakland Athletics,MLB,DOUG JONES FOR SENATE COMMITTEE,2700,2018,Democrat,0
John Fisher,Oakland Athletics,MLB,KENNETH SHEETS FOR CONGRESS,1000,2018,Republican,0
John Fisher,Oakland Athletics,MLB,VAN TAYLOR CAMPAIGN,1000,2018,Republican,0
John Middleton,Philadelphia Phillies,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL PAC,10000,2018,Bipartisan,0
John Middleton,Philadelphia Phillies,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL PAC,5000,2020,Bipartisan,0
John Middleton,Philadelphia Phillies,MLB,BRIER FOR CONGRESS,2800,2020,Democrat,0
John Middleton,Philadelphia Phillies,MLB,CATHY MCMORRIS RODGERS FOR CONGRESS,2700,2016,Republican,0
John Middleton,Philadelphia Phillies,MLB,"KASICH FOR AMERICA, INC.",2700,2016,Republican,0
John Middleton,Philadelphia Phillies,MLB,MCMORRIS RODGERS AMERICAN DREAM PROJECT; THE,2700,2016,Republican,0
John Sherman,Kansas City Royals,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,5000,2020,Bipartisan,0
John Stanton,Seattle Mariners,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL PAC,10000,2018,Bipartisan,0
John Stanton,Seattle Mariners,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL PAC,5000,2020,Bipartisan,0
John Stanton,Seattle Mariners,MLB,HATCH ELECTION COMMITTEE INC.,2700,2018,Republican,0
John Stanton,Seattle Mariners,MLB,ADAM SMITH FOR CONGRESS COMMITTEE,2700,2018,Democrat,0
John Stanton,Seattle Mariners,MLB,TEXANS FOR SENATOR JOHN CORNYN INC.,2000,2018,Republican,0
John Stanton,Seattle Mariners,MLB,TEXANS FOR SENATOR JOHN CORNYN INC.,1000,2020,Republican,0
John Stanton,Seattle Mariners,MLB,FRIENDS OF MARK WARNER,1000,2020,Democrat,0
John W. Henry,Boston Red Sox,MLB,DODSON FOR SENATE - WYOMING FIRST,2700,2018,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,CONSERVATIVE SOLUTIONS PAC,700000,2016,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,TAKE BACK THE HOUSE 2020,65300,2020,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,NRCC,50500,2020,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,DEFEND THE SENATE,39200,2020,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,GARDNER VICTORY COMMITTEE,35500,2020,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,NRSC,33400,2016,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,BETTER FUTURE MI FUND,25000,2020,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,AMERICANS UNITED FOR FREEDOM,21600,2016,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,GRAHAM VICTORY 2020,15000,2020,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,FRIENDS OF WINNING WOMEN 2016,10800,2016,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,RUBIO VICTORY COMMITTEE,10200,2016,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,TED CRUZ VICTORY COMMITTEE,10100,2018,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,GOP WINNING WOMEN,8400,2020,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,ARIZONA REPUBLICAN PARTY,7000,2018,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,ANTHONY GONZALEZ FOR CONGRESS,5600,2020,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,ASHLEY HINSON FOR CONGRESS,5600,2020,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,BILL CASSIDY FOR US SENATE,5600,2020,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,CLAUDIA TENNEY FOR CONGRESS,5600,2020,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,CORY GARDNER FOR SENATE,5600,2020,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,"COTTON FOR SENATE, INC.",5600,2020,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,DEBBIE LESKO FOR CONGRESS,5600,2020,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,FISCHBACH FOR CONGRESS,5600,2020,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,GREG PENCE VICTORY,5600,2020,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,"HANDEL FOR CONGRESS, INC.",5600,2020,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,HUNT FOR CONGRESS,5600,2020,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,LIZ CHENEY FOR WYOMING,5600,2020,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,MARTHA ROBY FOR CONGRESS,5600,2020,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,MCCONNELL VICTORY COMMITTEE,5600,2020,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,MCHENRY FOR CONGRESS,5600,2020,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,MIKE GALLAGHER FOR WISCONSIN,5600,2020,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,SALAZAR FOR CONGRESS,5600,2020,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,TEXANS FOR SENATOR JOHN CORNYN INC.,5600,2020,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,WINRED,5600,2020,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,CRUZ FOR PRESIDENT,5400,2016,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,FRIENDS OF JOE HECK,5400,2016,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,FRIENDS OF JOHN BARRASSO,5400,2016,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,FRIENDS OF KELLY AYOTTE INC,5400,2016,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,FRIENDS OF MIA LOVE,5400,2016,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,FRIENDS OF MIKE LEE INC,5400,2016,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,FRIENDS OF ROY BLUNT,5400,2016,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,"FRIENDS OF TODD YOUNG, INC.",5400,2016,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,MARCO RUBIO FOR SENATE 2016,5400,2016,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,RON JOHNSON FOR SENATE INC,5400,2016,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,TED CRUZ FOR SENATE,5400,2016,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,TIM SCOTT FOR SENATE,5400,2016,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,CARLOS CURBELO CONGRESS,5400,2018,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,CAROL FOR CONGRESS,5400,2018,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,CITIZENS FOR JOSH MANDEL INC,5400,2018,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,COFFMAN FOR CONGRESS 2018,5400,2018,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,COMSTOCK FOR CONGRESS,5400,2018,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,CRAMER FOR SENATE,5400,2018,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,DEB FISCHER FOR US SENATE,5400,2018,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,DEBBIE LESKO FOR CONGRESS,5400,2018,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,ELISE FOR CONGRESS,5400,2018,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,JOSH HAWLEY FOR SENATE,5400,2018,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,MARSHA FOR SENATE,5400,2018,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,MATT ROSENDALE FOR MONTANA,5400,2018,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,MCSALLY FOR CONGRESS,5400,2018,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,MORRISEY FOR SENATE INC,5400,2018,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,RICK SCOTT FOR FLORIDA,5400,2018,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,STEVE FERRARA FOR CONGRESS,5400,2018,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,STEVE SMITH FOR CONGRESS,5400,2018,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,TIFFANY SHEDD FOR CONGRESS COMMITTEE,5400,2018,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,WENDYROGERS.ORG,5400,2018,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,"YODER FOR CONGRESS, INC",5400,2018,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,"YODER FOR CONGRESS, INC",5400,2018,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,"WINNING FOR WOMEN, INC. PAC",5000,2018,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,DELIVER. EXCEL. BELIEVE. PAC,5000,2020,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,MCCONNELL FOR MAJORITY LEADER COMMITTEE,5000,2020,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,"WINNING FOR WOMEN, INC. PAC",5000,2020,Republican,0
Ken Kendrick,Arizona Diamondbacks,MLB,TIFFANY SHEDD FOR CONGRESS COMMITTEE,2800,2020,Republican,0
