Owner,Team,League,Recipient,Amount,Election Year,Party,Female
Micky Arison,Miami Heat,NBA,MAST FOR CONGRESS,2000,2018,Republican,0
Micky Arison,Miami Heat,NBA,RON JOHNSON FOR SENATE INC,2000,2018,Republican,0
Micky Arison,Miami Heat,NBA,CITIZENS TO ELECT RICK LARSEN,2000,2018,Democrat,0
Micky Arison,Miami Heat,NBA,KAINE FOR VIRGINIA,2000,2018,Democrat,0
Micky Arison,Miami Heat,NBA,BILIRAKIS FOR CONGRESS,2000,2020,Republican,0
Micky Arison,Miami Heat,NBA,GIBBS FOR CONGRESS,2000,2020,Republican,0
Micky Arison,Miami Heat,NBA,LISA MURKOWSKI FOR US SENATE,2000,2020,Republican,0
Micky Arison,Miami Heat,NBA,VAL DEMINGS FOR CONGRESS,1800,2020,Democrat,0
Micky Arison,Miami Heat,NBA,HASTINGS FOR CONGRESS,1500,2016,Democrat,0
Micky Arison,Miami Heat,NBA,ALAMO PAC,1500,2018,Republican,0
Micky Arison,Miami Heat,NBA,JIM RISCH FOR U S SENATE COMMITTEE,1500,2018,Republican,0
Micky Arison,Miami Heat,NBA,MARCO RUBIO FOR SENATE,1500,2018,Republican,0
Micky Arison,Miami Heat,NBA,AL LAWSON FOR CONGRESS,1500,2018,Democrat,0
Micky Arison,Miami Heat,NBA,CONTINUING AMERICA'S STRENGTH AND SECURITY PAC,1500,2020,Republican,0
Micky Arison,Miami Heat,NBA,DEB FISCHER FOR US SENATE,1500,2020,Republican,0
Micky Arison,Miami Heat,NBA,MORAN RUBIO VICTORY COMMITTEE,1500,2020,Republican,0
Micky Arison,Miami Heat,NBA,RUBIO VICTORY COMMITTEE,1500,2020,Republican,0
Micky Arison,Miami Heat,NBA,STEVE DAINES FOR MONTANA,1500,2020,Republican,0
Micky Arison,Miami Heat,NBA,HAWAII PAC,1500,2020,Democrat,0
Micky Arison,Miami Heat,NBA,MADISON PAC; THE,1500,2020,Democrat,0
Micky Arison,Miami Heat,NBA,PETERS FOR MICHIGAN,1500,2020,Democrat,0
Micky Arison,Miami Heat,NBA,PRICE FOR CONGRESS,1500,2020,Democrat,0
Micky Arison,Miami Heat,NBA,COMSTOCK FOR CONGRESS,1000,2016,Republican,0
Micky Arison,Miami Heat,NBA,DEVIN NUNES CAMPAIGN COMMITTEE,1000,2016,Republican,0
Micky Arison,Miami Heat,NBA,RESPONSIBILITY AND FREEDOM WORK PAC (RFWPAC),1000,2016,Republican,0
Micky Arison,Miami Heat,NBA,SANFORD FOR CONGRESS,1000,2016,Republican,0
Micky Arison,Miami Heat,NBA,FREDERICA S. WILSON FOR CONGRESS,1000,2016,Democrat,0
Micky Arison,Miami Heat,NBA,HUFFMAN FOR CONGRESS 2014,1000,2016,Democrat,0
Micky Arison,Miami Heat,NBA,SCHATZ FOR SENATE,1000,2016,Democrat,0
Micky Arison,Miami Heat,NBA,STABENOW FOR US SENATE,1000,2016,Democrat,0
Micky Arison,Miami Heat,NBA,CITIZENS FOR JOHN RUTHERFORD,1000,2018,Republican,0
Micky Arison,Miami Heat,NBA,GIBBS FOR CONGRESS,1000,2018,Republican,0
Micky Arison,Miami Heat,NBA,GRASSLEY COMMITTEE INC,1000,2018,Republican,0
Micky Arison,Miami Heat,NBA,LISA MURKOWSKI FOR US SENATE,1000,2018,Republican,0
Micky Arison,Miami Heat,NBA,TED YOHO FOR CONGRESS,1000,2018,Republican,0
Micky Arison,Miami Heat,NBA,COMMITTEE TO RE-ELECT LINDA SANCHEZ,1000,2018,Democrat,0
Micky Arison,Miami Heat,NBA,HUFFMAN FOR CONGRESS,1000,2018,Democrat,0
Micky Arison,Miami Heat,NBA,MIKE THOMPSON FOR CONGRESS,1000,2018,Democrat,0
Micky Arison,Miami Heat,NBA,MONTANANS FOR TESTER,1000,2018,Democrat,0
Micky Arison,Miami Heat,NBA,TITUS FOR CONGRESS,1000,2018,Democrat,0
Micky Arison,Miami Heat,NBA,COLLINS FOR SENATOR,1000,2020,Republican,0
Micky Arison,Miami Heat,NBA,HEARTLAND VALUES PAC,1000,2020,Republican,0
Micky Arison,Miami Heat,NBA,TED YOHO FOR CONGRESS,1000,2020,Republican,0
Micky Arison,Miami Heat,NBA,AL LAWSON FOR CONGRESS,1000,2020,Democrat,0
Micky Arison,Miami Heat,NBA,ANTHONY BROWN FOR CONGRESS,1000,2020,Democrat,0
Micky Arison,Miami Heat,NBA,CITIZENS TO ELECT RICK LARSEN,1000,2020,Democrat,0
Micky Arison,Miami Heat,NBA,FRIENDS OF BENNIE THOMPSON,1000,2020,Democrat,0
Micky Arison,Miami Heat,NBA,LEAHY FOR U.S. SENATOR COMMITTEE,1000,2020,Democrat,0
Micky Arison,Miami Heat,NBA,TAMMY FOR ILLINOIS,1000,2020,Democrat,0
Mike Brown,Cincinnati Bengals,NFL,TRUMP VICTORY ,30000,2020,Republican,0
Mike Brown,Cincinnati Bengals,NFL,NRSC ,25000,2020,Republican,0
Mike Brown,Cincinnati Bengals,NFL,REPUBLICAN NATIONAL COMMITTEE,24400,2020,Republican,0
Mike Brown,Cincinnati Bengals,NFL,TEAM GRAHAM,5600,2020,Republican,0
Mike Brown,Cincinnati Bengals,NFL,FRIENDS OF TODD YOUNG,5400,2016,Republican,0
Mike Brown,Cincinnati Bengals,NFL,PORTMAN FOR SENATE COMMITTEE,5400,2016,Republican,0
Mike Brown,Cincinnati Bengals,NFL,WENSTRUP FOR CONGRESS,5400,2016,Republican,0
Mike Brown,Cincinnati Bengals,NFL,WENSTRUP FOR CONGRESS,5400,2018,Republican,0
Mike Brown,Cincinnati Bengals,NFL,WENSTRUP FOR CONGRESS,5400,2020,Republican,0
Mike Brown,Cincinnati Bengals,NFL,PORTMAN FOR SENATE COMMITTEE,2800,2020,Republican,0
Mike Brown,Cincinnati Bengals,NFL,KASICH FOR AMERICA,2700,2016,Republican,0
Mike Brown,Cincinnati Bengals,NFL,LINDSEY GRAHAM 2016,2700,2016,Republican,0
Mike Brown,Cincinnati Bengals,NFL,PAUL BROWN FOR CONGRESS,2700,2016,Republican,0
Mike Brown,Cincinnati Bengals,NFL,WENSTRUP FOR CONGRESS ,2700,2018,Republican,0
Neil Leibman,Texas Rangers,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL PAC,1000,2020,Bipartisan,0
Paul Dolan,Cleveland Indians,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,10000,2016,Bipartisan,0
Paul Dolan,Cleveland Indians,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,10000,2018,Bipartisan,0
Paul Dolan,Cleveland Indians,MLB,PORTMAN FOR SENATE COMMITTEE,5400,2016,Republican,0
Paul Dolan,Cleveland Indians,MLB,PORTMAN VICTORY COMMITTEE,5000,2016,Republican,0
Paul Dolan,Cleveland Indians,MLB,TEAM RYAN,5000,2016,Republican,0
Paul Dolan,Cleveland Indians,MLB,OHIO REPUBLICAN PARTY STATE CENTRAL & EXECUTIVE COMMITTEE,5000,2018,Republican,0
Paul Dolan,Cleveland Indians,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,5000,2020,Bipartisan,0
Paul Dolan,Cleveland Indians,MLB,FRIENDS OF SHERROD BROWN,3000,2016,Democrat,0
Paul Dolan,Cleveland Indians,MLB,ALASKANS FOR DAN SULLIVAN,2800,2020,Republican,0
Paul Dolan,Cleveland Indians,MLB,PORTMAN FOR SENATE COMMITTEE,2500,2020,Republican,0
Paul Dolan,Cleveland Indians,MLB,FRIENDS OF DAVE JOYCE,1000,2016,Republican,0
Paul Dolan,Cleveland Indians,MLB,KASICH FOR AMERICA INC,1000,2016,Republican,0
Paul Dolan,Cleveland Indians,MLB,ANTHONY GONZALEZ FOR CONGRESS,1000,2018,Republican,0
Paul Dolan,Cleveland Indians,MLB,OHIO GRASSROOTS VICTORY FUND,1000,2018,Democrat,0
Peter Angelos,Baltimore Orioles,MLB,HOUSE MAJORITY PAC,750000,2018,Democrat,0
Peter Angelos,Baltimore Orioles,MLB,SMP,750000,2018,Democrat,0
Peter Angelos,Baltimore Orioles,MLB,DRAFT BIDEN 2016,272000,2016,Democrat,0
Peter Angelos,Baltimore Orioles,MLB,HILLARY VICTORY FUND,108572,2016,Democrat,0
Peter Angelos,Baltimore Orioles,MLB,COMMITTEE FOR MARYLAND'S PROGRESS,50000,2016,Democrat,0
Peter Angelos,Baltimore Orioles,MLB,DCCC,33900,2018,Democrat,0
Peter Angelos,Baltimore Orioles,MLB,DCCC,33400,2016,Democrat,0
Peter Angelos,Baltimore Orioles,MLB,DSCC,32400,2016,Democrat,0
Peter Angelos,Baltimore Orioles,MLB,DEMOCRATIC STATE CENTRAL COMMITTEE OF MARYLAND,20000,2016,Democrat,0
Peter Angelos,Baltimore Orioles,MLB,JAMIE RASKIN FOR CONGRESS,5400,2016,Democrat,0
Peter Angelos,Baltimore Orioles,MLB,LEAHY FOR U.S. SENATOR COMMITTEE,5400,2016,Democrat,0
Peter Angelos,Baltimore Orioles,MLB,VAN HOLLEN FOR SENATE,5400,2016,Democrat,0
Peter Angelos,Baltimore Orioles,MLB,GREEN MOUNTAIN PAC,5000,2016,Democrat,0
Peter Angelos,Baltimore Orioles,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,5000,2016,Bipartisan,0
Peter Angelos,Baltimore Orioles,MLB,GREEN MOUNTAIN PAC,5000,2018,Democrat,0
Peter Angelos,Baltimore Orioles,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,5000,2018,Bipartisan,0
Peter Angelos,Baltimore Orioles,MLB,CUMMINGS FOR CONGRESS CAMPAIGN COMMITTEE,3700,2016,Democrat,0
Peter Angelos,Baltimore Orioles,MLB,HEIDI FOR SENATE,2000,2018,Democrat,0
Peter Angelos,Baltimore Orioles,MLB,JOSELINE PENA-MELNYK FOR CONGRESS,500,2016,Democrat,0
Peter Angelos,Baltimore Orioles,MLB,ACTBLUE,100,2020,Democrat,0
Peter Guber,Golden State Warriors,NBA,DE LEON VICTORY FUND,10000,2018,Democrat,0
Peter Guber,Los Angeles Dodgers,MLB,DE LEON VICTORY FUND,10000,2018,Democrat,0
Peter Guber,Golden State Warriors,NBA,NEAL SIMON FOR U.S. SENATE,5400,2018,Independent,0
Peter Guber,Los Angeles Dodgers,MLB,NEAL SIMON FOR U.S. SENATE,5400,2018,Independent,0
Peter Guber,Golden State Warriors,NBA,FEINSTEIN FOR SENATE 2024,5400,2018,Democrat,0
Peter Guber,Los Angeles Dodgers,MLB,FEINSTEIN FOR SENATE 2024,5400,2018,Democrat,0
Peter Guber,Golden State Warriors,NBA,OMAR QUDRAT FOR CONGRESSS,3700,2018,Republican,0
Peter Guber,Los Angeles Dodgers,MLB,OMAR QUDRAT FOR CONGRESSS,3700,2018,Republican,0
Peter Guber,Golden State Warriors,NBA,MARK RIDLEY-THOMAS FOR SUPERVISOR 2016,1475,2016,Democrat,0
Peter Guber,Los Angeles Dodgers,MLB,MARK RIDLEY-THOMAS FOR SUPERVISOR 2016,1475,2016,Democrat,0
Peter Guber,Golden State Warriors,NBA,BIDEN FOR PRESIDENT,1000,2020,Democrat,0
Peter Guber,Los Angeles Dodgers,MLB,BIDEN FOR PRESIDENT,1000,2020,Democrat,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,REPUBLICAN NATIONAL COMMITTEE,130600,2020,Republican,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,REPUBLICAN NATIONAL COMMITTEE,127700,2018,Republican,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,REPUBLICAN NATIONAL COMMITTEE,70000,2016,Republican,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,TEAM RYAN,50000,2016,Republican,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,TEAM RYAN,50000,2018,Republican,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,MICHIGAN SENATE VICTORY 2020,36100,2020,Democrat,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,DSCC,33400,2016,Democrat,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,OUTSIDER PAC,25000,2018,Republican,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,MICHIGAN REPUBLICAN PARTY,20000,2016,Republican,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,NRCC,20000,2016,Republican,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,MICHIGAN REPUBLICAN PARTY,10000,2018,Republican,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,MICHIGAN REPUBLICAN PARTY,10000,2020,Republican,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,ESSHAKI FOR CONGRESS,5600,2020,Republican,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,"JOHN JAMES FOR SENATE, INC.",5600,2020,Republican,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,ELBERT GUILLORY'S AMERICA,5500,2020,Republican,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,MIKE BISHOP FOR CONGRESS,5400,2016,Republican,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,JEFF FLAKE FOR US SENATE INC,5400,2018,Republican,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,JOHN JAMES FOR SENATE INC,5400,2018,Republican,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,MIKE BISHOP FOR CONGRESS,5200,2018,Republican,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,WALBERG VICTORY FUND,5000,2016,Republican,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,MIMI WALTERS VICTORY FUND,5000,2018,Republican,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,MARYOTT FOR CONGRESS,2800,2020,Republican,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,MARCO RUBIO FOR PRESIDENT,2700,2016,Republican,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,MOOLENAAR FOR CONGRESS,2700,2016,Republican,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,UPTON FOR ALL OF US,2700,2018,Republican,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,WALTERS FOR CONGRESS,2700,2018,Republican,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,MAKING INVESTMENTS MAJORITY INSURED PAC,2300,2018,Republican,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,BLACK AMERICANS TO RE-ELECT THE PRESIDENT,2002,2020,Republican,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,CARSON AMERICA,1600,2016,Republican,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,PENSLER FOR SENATE,1000,2018,Republican,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,"TROTT FOR CONGRESS, INC.",1000,2018,Republican,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,FRIENDS OF SESSIONS SENATE COMMITTEE INC,1000,2020,Republican,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,HUCK PAC,1000,2020,Republican,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,STARS AND STRIPES FOREVER PAC,1000,2020,Republican,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,UPTON FOR ALL OF US,1000,2020,Republican,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,DEVIN NUNES CAMPAIGN COMMITTEE,500,2020,Republican,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,FREE AT LAST PAC,500,2020,Republican,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,LYNN AFENDOULIS FOR CONGRESS,500,2020,Republican,0
Philip F. Anschutz,Los Angeles Kings,NHL,SENATE LEADERSHIP FUND,500000,2016,Republican,0
Philip F. Anschutz,Los Angeles Kings,NHL,NRSC TARGETED STATE VICTORY COMMITTEE,250000,2016,Republican,0
Philip F. Anschutz,Los Angeles Kings,NHL,TEAM RYAN,150000,2016,Republican,0
Philip F. Anschutz,Los Angeles Kings,NHL,NRSC TARGETED STATE VICTORY FUND,150000,2018,Republican,0
Philip F. Anschutz,Los Angeles Kings,NHL,GARDNER VICTORY COMMITTEE,150000,2020,Republican,0
Philip F. Anschutz,Los Angeles Kings,NHL,MCCARTHY VICTORY FUND,150000,2020,Republican,0
Philip F. Anschutz,Los Angeles Kings,NHL,GARDNER VICTORY COMMITTEE,125000,2018,Republican,0
Philip F. Anschutz,Los Angeles Kings,NHL,TEAM RYAN,125000,2018,Republican,0
Philip F. Anschutz,Los Angeles Kings,NHL,MCCARTHY VICTORY FUND,25000,2016,Republican,0
Philip F. Anschutz,Los Angeles Kings,NHL,CORNYN MAJORITY TEXAS,20600,2020,Republican,0
Philip F. Anschutz,Los Angeles Kings,NHL,JOHN BOLTON SUPER PAC,20000,2016,Republican,0
Philip F. Anschutz,Los Angeles Kings,NHL,PERDUE VICTORY INC,10400,2016,Republican,0
Philip F. Anschutz,Los Angeles Kings,NHL,HATCH ELECTION COMMITTEE INC,8100,2016,Republican,0
Philip F. Anschutz,Los Angeles Kings,NHL,COLLINS FOR SENATOR,5600,2020,Republican,0
Philip F. Anschutz,Los Angeles Kings,NHL,COLLINS VICTORY COMMITTEE,5600,2020,Republican,0
Philip F. Anschutz,Los Angeles Kings,NHL,FRIENDS OF JIM INHOFE,5600,2020,Republican,0
Philip F. Anschutz,Los Angeles Kings,NHL,GEORGIANS FOR KELLY LOEFFLER,5600,2020,Republican,0
Philip F. Anschutz,Los Angeles Kings,NHL,MORAN FOR KANSAS,5600,2020,Republican,0
Philip F. Anschutz,Los Angeles Kings,NHL,LIZ CHENEY FOR WYOMING,5400,2016,Republican,0
Philip F. Anschutz,Los Angeles Kings,NHL,MORAN FOR KANSAS,5400,2016,Republican,0
Philip F. Anschutz,Los Angeles Kings,NHL,PORTMAN FOR SENATE COMMITTEE,5400,2016,Republican,0
Philip F. Anschutz,Los Angeles Kings,NHL,RON JOHNSON FOR SENATE INC,5400,2016,Republican,0
Philip F. Anschutz,Los Angeles Kings,NHL,VOTETIPTON.COM,5400,2016,Republican,0
Philip F. Anschutz,Los Angeles Kings,NHL,VOTETIPTON.COM,5400,2018,Republican,0
Philip F. Anschutz,Los Angeles Kings,NHL,PROMOTING OUR REPUBLICAN TEAM PAC,5000,2016,Republican,0
Philip F. Anschutz,Los Angeles Kings,NHL,"COLORADANS FOR FAMILY, MILITARY, AND NATION PAC",5000,2018,Republican,0
Philip F. Anschutz,Los Angeles Kings,NHL,COMMON VALUES PAC,5000,2018,Republican,0
Philip F. Anschutz,Los Angeles Kings,NHL,JOHN BOLTON PAC,5000,2018,Republican,0
Philip F. Anschutz,Los Angeles Kings,NHL,VOTETIPTON.COM,2800,2020,Republican,0
Philip F. Anschutz,Los Angeles Kings,NHL,COMMITTEE TO ELECT DARRYL GLENN,2700,2016,Republican,0
Philip F. Anschutz,Los Angeles Kings,NHL,FRIENDS OF JOHN THUNE,2700,2016,Republican,0
Philip F. Anschutz,Los Angeles Kings,NHL,LUMMIS FOR CONGRESS,2500,2016,Republican,0
Philip F. Anschutz,Los Angeles Kings,NHL,FRIENDS OF PAT TOOMEY,1500,2016,Republican,0
Ray C. Davis,Texas Rangers,MLB,RIGHT TO RISE USA,100000,2016,Republican,0
Ray C. Davis,Texas Rangers,MLB,BRADY VICTORY FUND,10000,2018,Republican,0
Ray C. Davis,Texas Rangers,MLB,TEAM RYAN,10000,2018,Republican,0
Ray C. Davis,Texas Rangers,MLB,THE CONGRESSMAN JOE BARTON COMMITTEE,5400,2016,Republican,0
Ray C. Davis,Texas Rangers,MLB,"RYAN FOR CONGRESS, INC.",5400,2018,Republican,0
Ray C. Davis,Texas Rangers,MLB,SCOTT TAYLOR FOR CONGRESS,5400,2018,Republican,0
Ray C. Davis,Texas Rangers,MLB,THE CONGRESSMAN JOE BARTON COMMITTEE,5000,2018,Republican,0
Ray C. Davis,Texas Rangers,MLB,SCOTT TAYLOR FOR SENATE,5000,2020,Republican,0
Ray C. Davis,Texas Rangers,MLB,ROGER WILLIAMS FOR U.S. CONGRESS COMMITTEE,2800,2020,Republican,0
Ray C. Davis,Texas Rangers,MLB,JEB 2016. INC.,2700,2016,Republican,0
Ray C. Davis,Texas Rangers,MLB,TEXANS FOR SENATOR JOHN CORNYN INC.,2700,2018,Republican,0
Ray C. Davis,Texas Rangers,MLB,TAYLOR FOR CONGRESS 2020,2200,2020,Republican,0
Richard Childress,Richard Childress Racing,NASCAR,GROWTH ENERGY PAC,10000,2020,Bipartisan,0
Richard Childress,Richard Childress Racing,NASCAR,POET PAC,10000,2020,Bipartisan,0
Richard Childress,Richard Childress Racing,NASCAR,GROWTH ENERGY PAC,7500,2016,Bipartisan,0
Richard Childress,Richard Childress Racing,NASCAR,GROWTH ENERGY PAC,7500,2018,Bipartisan,0
Richard Childress,Richard Childress Racing,NASCAR,HUDSON FOR CONGRESS,5600,2020,Republican,0
Richard Childress,Richard Childress Racing,NASCAR,HUDSON FOR CONGRESS,5400,2016,Republican,0
Richard Childress,Richard Childress Racing,NASCAR,SCOTT WALKER INC,5400,2016,Republican,0
Richard Childress,Richard Childress Racing,NASCAR,HUDSON FOR CONGRESS,5400,2018,Republican,0
Richard Childress,Richard Childress Racing,NASCAR,NORTH CAROLINA REPUBLICAN PARTY,5000,2016,Republican,0
Richard Childress,Richard Childress Racing,NASCAR,FIRST IN FREEDOM PAC,5000,2018,Republican,0
Richard Childress,Richard Childress Racing,NASCAR,TEAM RYAN,5000,2018,Republican,0
Richard Childress,Richard Childress Racing,NASCAR,TED BUDD FOR CONGRESS,5000,2018,Republican,0
Richard Childress,Richard Childress Racing,NASCAR,FIRST IN FREEDOM PAC,5000,2020,Republican,0
Richard Childress,Richard Childress Racing,NASCAR,VIRGINIA FOXX FOR CONGRESS,4700,2018,Republican,0
Richard Childress,Richard Childress Racing,NASCAR,FRIENDS OF KIP TOM,2700,2016,Republican,0
Richard Childress,Richard Childress Racing,NASCAR,GREG FOR MONTANA,2700,2018,Republican,0
Richard Childress,Richard Childress Racing,NASCAR,TROY DOWNING FOR US SENATE,2700,2018,Republican,0
Richard Childress,Richard Childress Racing,NASCAR,BISHOP FOR CONGRESS,1000,2020,Republican,0
Richard Childress,Richard Childress Racing,NASCAR,MARINO FOR CONGRESS,500,2016,Republican,0
Richard L. Monfort,Colorado Rockies,MLB,COLORADO REPUBLICAN COMMITTEE,10000,2016,Republican,0
Richard L. Monfort,Colorado Rockies,MLB,COLORADO REPUBLICAN COMMITTEE,10000,2018,Republican,0
Richard L. Monfort,Colorado Rockies,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,5000,2020,Bipartisan,0
Richard L. Monfort,Colorado Rockies,MLB,JON KEYSER FOR SENATE,3700,2016,Republican,0
Richard L. Monfort,Colorado Rockies,MLB,DEB FISCHER FOR US SENATE,2700,2018,Republican,0
Richard L. Monfort,Colorado Rockies,MLB,FRIENDS OF JOHN MCCAIN INC,1000,2016,Republican,0
Richard L. Monfort,Colorado Rockies,MLB,BRADY FOR CONGRESS,1000,2018,Republican,0
Richard L. Monfort,Colorado Rockies,MLB,CORY GARDNER FOR SENATE,1000,2018,Republican,0
Richard L. Monfort,Colorado Rockies,MLB,HOUSE CD6,1000,2020,Republican,0
Richard Petty,Richard Petty Motorsports,NASCAR,NORTH CAROLINA REPUBLICAN PARTY,1000,2016,Republican,0
Rick Hendrick,Hendrick Motorsports,NASCAR,HUDSON FREEDOM FUND,25000,2018,Republican,0
Rick Hendrick,Hendrick Motorsports,NASCAR,TEAM RYAN,25000,2018,Republican,0
Rick Hendrick,Hendrick Motorsports,NASCAR,TEAM HUDSON,25000,2020,Republican,0
Rick Hendrick,Hendrick Motorsports,NASCAR,NRCC,14600,2016,Republican,0
Rick Hendrick,Hendrick Motorsports,NASCAR,HUDSON FREEDOM FUND,10000,2018,Republican,0
Rick Hendrick,Hendrick Motorsports,NASCAR,THOM TILLIS COMMITTEE,5600,2020,Republican,0
Rick Hendrick,Hendrick Motorsports,NASCAR,HUDSON FOR CONGRESS,5400,2016,Republican,0
Rick Hendrick,Hendrick Motorsports,NASCAR,HUDSON FOR CONGRESS,5400,2018,Republican,0
Rick Hendrick,Hendrick Motorsports,NASCAR,NATIONAL AUTOMOBILE DEALERS ASSOCIATION POLITICAL ACTION COMMITTEE,5000,2016,"Bipartisan, but mostly Republican",0
Rick Hendrick,Hendrick Motorsports,NASCAR,FIRST IN FREEDOM PAC,5000,2018,Republican,0
Rick Hendrick,Hendrick Motorsports,NASCAR,FIRST IN FREEDOM PAC,5000,2018,Republican,0
Rick Hendrick,Hendrick Motorsports,NASCAR,NATIONAL AUTOMOBILE DEALERS ASSOCIATION POLITICAL ACTION COMMITTEE,2500,2018,"Bipartisan, but mostly Republican",0
Rick Hendrick,Hendrick Motorsports,NASCAR,NATIONAL AUTOMOBILE DEALERS ASSOCIATION POLITICAL ACTION COMMITTEE,2500,2020,"Bipartisan, but mostly Republican",0
Rick Hendrick,Hendrick Motorsports,NASCAR,FRIENDS OF PATRICK MURPHY,1000,2016,Democrat,0
Rob Manfred,Commissioner,MLB,AUGUST WOLF FOR SENATE,2700,2016,Republican,0
Rob Manfred,Commissioner,MLB,STAPLETON VICTORY FUND,2500,2018,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,SENATE LEADERSHIP FUND,225000,2016,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,OUR PRINCIPLES PAC,150000,2016,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,REPUBLICAN NATIONAL COMMITTEE,112400,2016,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,CONGRESSIONAL LEADERSHIP FUND,100000,2018,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,SENATE LEADERSHIP FUND,75000,2018,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,REPUBLICAN NATIONAL COMMITTEE,70000,2018,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,REPUBLICAN NATIONAL COMMITTEE,70000,2020,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,BOEHNER FOR SPEAKER,50000,2016,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,CONGRESSIONAL LEADERSHIP FUND,50000,2016,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,AYOTTE VICTORY COMMITTEE,25000,2016,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,FIGHTING FOR OHIO FUND,25000,2016,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,RUBIO VICTORY COMMITTEE,25000,2016,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,TAKE BACK THE HOUSE 2020,25000,2020,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,OHIO REPUBLICAN PARTY STATE CENTRAL & EXECUTIVE COMMITTEE,20000,2016,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,PORTMAN VICTORY COMMITTEE,20000,2016,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,JOHN BOLTON SUPER PAC,10000,2016,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,REPUBLICAN PARTY OF KENTUCKY,10000,2016,Republican,0
Robert H. Castellini,Cincinnati Reds,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,10000,2016,Bipartisan,0
Robert H. Castellini,Cincinnati Reds,MLB,JOHN BOLTON SUPER PAC,10000,2018,Republican,0
