Owner,Team,League,Recipient,Amount,Election Year,Party,Female
Jeremy M. Jacobs and Jerry Jacobs Jr.,Boston Bruins,NHL,U.S. TRAVEL ASSOCIATION PAC,10000,2018,Bipartisan,0
Jeremy M. Jacobs and Jerry Jacobs Jr.,Boston Bruins,NHL,COLLINS FOR CONGRESS,5700,2018,Republican,0
Jeremy M. Jacobs and Jerry Jacobs Jr.,Boston Bruins,NHL,JACOBS FOR CONGRESS,5600,2020,Republican,0
Jeremy M. Jacobs and Jerry Jacobs Jr.,Boston Bruins,NHL,U.S. TRAVEL ASSOCIATION PAC,5000,2020,Bipartisan,0
Jeremy M. Jacobs and Jerry Jacobs Jr.,Boston Bruins,NHL,COLLINS VICTORY FUND,4300,2018,Republican,0
Jeremy M. Jacobs and Jerry Jacobs Jr.,Boston Bruins,NHL,COMMITTEE TO ELECT DAN KOH,2700,2018,Democrat,0
Jeremy M. Jacobs and Jerry Jacobs Jr.,Boston Bruins,NHL,GREG FOR MONTANA,2500,2018,Republican,0
Jeremy M. Jacobs and Jerry Jacobs Jr.,Boston Bruins,NHL,GILLIBRAND FOR SENATE,2100,2018,Democrat,0
Jeremy M. Jacobs and Jerry Jacobs Jr.,Boston Bruins,NHL,FRIENDS OF JOHN BOEHNER,2000,2016,Republican,0
Jeremy M. Jacobs and Jerry Jacobs Jr.,Boston Bruins,NHL,FRIENDS OF PATRICK MURPHY,1000,2016,Democrat,0
Jeremy M. Jacobs and Jerry Jacobs Jr.,Boston Bruins,NHL,KATHLEEN MATTHEWS FOR CONGRESS,1000,2016,Democrat,0
Jeremy M. Jacobs and Jerry Jacobs Jr.,Boston Bruins,NHL,MCKINLEY FOR CONGRESS,1000,2018,Republican,0
Jeremy M. Jacobs and Jerry Jacobs Jr.,Boston Bruins,NHL,TOM REED FOR CONGRESS,500,2016,Republican,0
Jerry Bruckheimer,Seattle Kraken,NHL,GUTHRIE FOR CONGRESS,250,2020,Republican,0
John P. McConnell,Columbus Blue Jackets,NHL,STIVERS VICTORY COMMITTEE,10400,2016,Republican,0
John P. McConnell,Columbus Blue Jackets,NHL,STIVERS FOR CONGRESS,5400,2018,Republican,0
John P. McConnell,Columbus Blue Jackets,NHL,PORTMAN VICTORY COMMITTEE,5000,2016,Republican,0
John P. McConnell,Columbus Blue Jackets,NHL,TEAM JOSH,5000,2018,Republican,0
John P. McConnell,Columbus Blue Jackets,NHL,OHIO REPUBLICAN PARTY STATE CENTRAL & EXECUTIVE COMMITTEE,4900,2016,Republican,0
John P. McConnell,Columbus Blue Jackets,NHL,ANTHONY GONZALEZ FOR CONGRESS,2700,2018,Republican,0
John P. McConnell,Columbus Blue Jackets,NHL,STIVERS FOR CONGRESS,1000,2020,Republican,0
John P. McConnell,Columbus Blue Jackets,NHL,TIBERI FOR CONGRESS,500,2016,Republican,0
Jon Ledecky,New York Islanders,NHL,NUTMEG PAC,5000,2016,Democrat,0
Josh Harris,New Jersey Devils,NHL,CONGRESSIONAL LEADERSHIP FUND,150000,2016,Republican,0
Josh Harris,New Jersey Devils,NHL,BAYH VICTORY FUND,12700,2016,Democrat,0
Josh Harris,New Jersey Devils,NHL,MAJORITY RISING,11200,2020,Republican,0
Josh Harris,New Jersey Devils,NHL,CORNYN MAJORITY COMMITTEE,10400,2018,Republican,0
Josh Harris,New Jersey Devils,NHL,WINRED,8400,2020,Republican,0
Josh Harris,New Jersey Devils,NHL,ALASKANS FOR DAN SULLIVAN,5600,2020,Republican,0
Josh Harris,New Jersey Devils,NHL,CORY GARDNER FOR SENATE,5600,2020,Republican,0
Josh Harris,New Jersey Devils,NHL,FRIENDS OF JOHN BARRASSO,5600,2020,Republican,0
Josh Harris,New Jersey Devils,NHL,FRIENDS OF PAT TOOMEY,5600,2020,Republican,0
Josh Harris,New Jersey Devils,NHL,JIM RISCH FOR U.S. SENATE COMMITTEE,5600,2020,Republican,0
Josh Harris,New Jersey Devils,NHL,"TEAM GRAHAM, INC.",5600,2020,Republican,0
Josh Harris,New Jersey Devils,NHL,TEAM HAGERTY,5600,2020,Republican,0
Josh Harris,New Jersey Devils,NHL,DONALD NORCROSS FOR CONGRESS,5500,2020,Democrat,0
Josh Harris,New Jersey Devils,NHL,GRASSLEY COMMITTEE INC,5400,2016,Republican,0
Josh Harris,New Jersey Devils,NHL,KIRK FOR SENATE,5400,2016,Republican,0
Josh Harris,New Jersey Devils,NHL,SHELBY FOR U S SENATE,5400,2016,Republican,0
Josh Harris,New Jersey Devils,NHL,HELLER FOR SENATE,5400,2018,Republican,0
Josh Harris,New Jersey Devils,NHL,JEFF FLAKE FOR US SENATE INC,5400,2018,Republican,0
Josh Harris,New Jersey Devils,NHL,ROYCE CAMPAIGN COMMITTEE,5400,2018,Republican,0
Josh Harris,New Jersey Devils,NHL,DONALD NORCROSS FOR CONGRESS,5400,2018,Democrat,0
Josh Harris,New Jersey Devils,NHL,FRIENDS OF PAT TOOMEY,5000,2016,Republican,0
Josh Harris,New Jersey Devils,NHL,HATCH VICTORY COMMITTEE,5000,2016,Republican,0
Josh Harris,New Jersey Devils,NHL,ERNST VICTORY,3500,2020,Republican,0
Josh Harris,New Jersey Devils,NHL,COTTON VICTORY,2800,2020,Republican,0
Josh Harris,New Jersey Devils,NHL,FRIENDS OF JIM INHOFE,2800,2020,Republican,0
Josh Harris,New Jersey Devils,NHL,FRIENDS OF SESSIONS SENATE COMMITTEE INC,2800,2020,Republican,0
Josh Harris,New Jersey Devils,NHL,THOM TILLIS NC VICTORY COMMITTEE 2020,2800,2020,Republican,0
Josh Harris,New Jersey Devils,NHL,PRO-ISRAEL AMERICA PAC,2800,2020,"Bipartisan, but mostly Democratic",0
Josh Harris,New Jersey Devils,NHL,CHRIS COONS FOR DELAWARE,2750,2020,Democrat,0
Josh Harris,New Jersey Devils,NHL,FRIENDS OF JOHN BARRASSO,2700,2016,Republican,0
Josh Harris,New Jersey Devils,NHL,FRIENDS OF JOHN MCCAIN INC,2700,2016,Republican,0
Josh Harris,New Jersey Devils,NHL,FRIENDS OF JOHN THUNE,2700,2016,Republican,0
Josh Harris,New Jersey Devils,NHL,HOEVEN FOR SENATE,2700,2016,Republican,0
Josh Harris,New Jersey Devils,NHL,MIKE CRAPO FOR US SENATE,2700,2016,Republican,0
Josh Harris,New Jersey Devils,NHL,PORTMAN FOR SENATE COMMITTEE,2700,2016,Republican,0
Josh Harris,New Jersey Devils,NHL,TIM SCOTT FOR SENATE,2700,2016,Republican,0
Josh Harris,New Jersey Devils,NHL,BENNET FOR COLORADO,2700,2016,Democrat,0
Josh Harris,New Jersey Devils,NHL,DONALD NORCROSS FOR CONGRESS,2700,2016,Democrat,0
Josh Harris,New Jersey Devils,NHL,BRADY FOR CONGRESS,2700,2018,Republican,0
Josh Harris,New Jersey Devils,NHL,"FRIENDS OF DENVER RIGGLEMAN, INC.",2700,2018,Republican,0
Josh Harris,New Jersey Devils,NHL,MCMORRIS RODGERS AMERICAN DREAM PROJECT; THE,2700,2018,Republican,0
Josh Harris,New Jersey Devils,NHL,ROSKAM FOR CONGRESS COMMITTEE,2700,2018,Republican,0
Josh Harris,New Jersey Devils,NHL,STRANGE FOR SENATE,2700,2018,Republican,0
Josh Harris,New Jersey Devils,NHL,FRIENDS OF MIKE LEE INC,2500,2016,Republican,0
Josh Harris,New Jersey Devils,NHL,KAY GRANGER CAMPAIGN FUND,2500,2020,Republican,0
Josh Harris,New Jersey Devils,NHL,JOSH GOTTHEIMER FOR CONGRESS,2500,2020,Democrat,0
Josh Harris,New Jersey Devils,NHL,DEVIN NUNES CAMPAIGN COMMITTEE,1000,2018,Republican,0
Kim Pegula,Buffalo Sabres,NHL,TOOMEY VICTORY COMMITTEE,29600,2016,Republican,1
Kim Pegula,Buffalo Sabres,NHL,TOOMEY PENNSYLVANIA VICTORY FUND,15400,2016,Republican,1
Kim Pegula,Buffalo Sabres,NHL,HOUSLEY FOR SENATE COMMITTEE,5400,2018,Republican,1
Kim Pegula,Buffalo Sabres,NHL,CITIZENS FOR PROSPERITY IN AMERICA TODAY PAC,5000,2016,Republican,1
Kim Pegula,Buffalo Sabres,NHL,IPAA WILDCATTERS FUND,5000,2016,Republican,1
Marian Ilitch,Detroit Red Wings,NHL,NRCC,16700,2016,Republican,1
Marian Ilitch,Detroit Red Wings,NHL,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLIITCAL ACTION COMMITTEE,10000,2016,Bipartisan,1
Marian Ilitch,Detroit Red Wings,NHL,"TROTT FOR CONGRESS, INC.",5400,2016,Republican,1
Marian Ilitch,Detroit Red Wings,NHL,"TROTT FOR CONGRESS, INC.",5400,2018,Republican,1
Marian Ilitch,Detroit Red Wings,NHL,BOEHNER FOR SPEAKER,5000,2016,Republican,1
Peter Karmanos Jr.,Carolina Hurricanes,NHL,REPUBLICAN NATIONAL COMMITTEE,130600,2020,Republican,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,REPUBLICAN NATIONAL COMMITTEE,127700,2018,Republican,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,REPUBLICAN NATIONAL COMMITTEE,70000,2016,Republican,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,TEAM RYAN,50000,2016,Republican,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,TEAM RYAN,50000,2018,Republican,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,MICHIGAN SENATE VICTORY 2020,36100,2020,Democrat,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,DSCC,33400,2016,Democrat,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,OUTSIDER PAC,25000,2018,Republican,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,MICHIGAN REPUBLICAN PARTY,20000,2016,Republican,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,NRCC,20000,2016,Republican,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,MICHIGAN REPUBLICAN PARTY,10000,2018,Republican,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,MICHIGAN REPUBLICAN PARTY,10000,2020,Republican,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,ESSHAKI FOR CONGRESS,5600,2020,Republican,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,"JOHN JAMES FOR SENATE, INC.",5600,2020,Republican,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,ELBERT GUILLORY'S AMERICA,5500,2020,Republican,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,MIKE BISHOP FOR CONGRESS,5400,2016,Republican,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,JEFF FLAKE FOR US SENATE INC,5400,2018,Republican,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,JOHN JAMES FOR SENATE INC,5400,2018,Republican,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,MIKE BISHOP FOR CONGRESS,5200,2018,Republican,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,WALBERG VICTORY FUND,5000,2016,Republican,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,MIMI WALTERS VICTORY FUND,5000,2018,Republican,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,MARYOTT FOR CONGRESS,2800,2020,Republican,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,MARCO RUBIO FOR PRESIDENT,2700,2016,Republican,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,MOOLENAAR FOR CONGRESS,2700,2016,Republican,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,UPTON FOR ALL OF US,2700,2018,Republican,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,WALTERS FOR CONGRESS,2700,2018,Republican,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,MAKING INVESTMENTS MAJORITY INSURED PAC,2300,2018,Republican,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,BLACK AMERICANS TO RE-ELECT THE PRESIDENT,2002,2020,Republican,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,CARSON AMERICA,1600,2016,Republican,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,PENSLER FOR SENATE,1000,2018,Republican,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,"TROTT FOR CONGRESS, INC.",1000,2018,Republican,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,FRIENDS OF SESSIONS SENATE COMMITTEE INC,1000,2020,Republican,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,HUCK PAC,1000,2020,Republican,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,STARS AND STRIPES FOREVER PAC,1000,2020,Republican,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,UPTON FOR ALL OF US,1000,2020,Republican,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,DEVIN NUNES CAMPAIGN COMMITTEE,500,2020,Republican,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,FREE AT LAST PAC,500,2020,Republican,0
Peter Karmanos Jr.,Carolina Hurricanes,NHL,LYNN AFENDOULIS FOR CONGRESS,500,2020,Republican,0
Philip F. Anschutz,Los Angeles Kings,NHL,SENATE LEADERSHIP FUND,500000,2016,Republican,0
Philip F. Anschutz,Los Angeles Kings,NHL,NRSC TARGETED STATE VICTORY COMMITTEE,250000,2016,Republican,0
Philip F. Anschutz,Los Angeles Kings,NHL,TEAM RYAN,150000,2016,Republican,0
Philip F. Anschutz,Los Angeles Kings,NHL,NRSC TARGETED STATE VICTORY FUND,150000,2018,Republican,0
Philip F. Anschutz,Los Angeles Kings,NHL,GARDNER VICTORY COMMITTEE,150000,2020,Republican,0
Philip F. Anschutz,Los Angeles Kings,NHL,MCCARTHY VICTORY FUND,150000,2020,Republican,0
Philip F. Anschutz,Los Angeles Kings,NHL,GARDNER VICTORY COMMITTEE,125000,2018,Republican,0
Philip F. Anschutz,Los Angeles Kings,NHL,TEAM RYAN,125000,2018,Republican,0
Philip F. Anschutz,Los Angeles Kings,NHL,MCCARTHY VICTORY FUND,25000,2016,Republican,0
Philip F. Anschutz,Los Angeles Kings,NHL,CORNYN MAJORITY TEXAS,20600,2020,Republican,0
Philip F. Anschutz,Los Angeles Kings,NHL,JOHN BOLTON SUPER PAC,20000,2016,Republican,0
Philip F. Anschutz,Los Angeles Kings,NHL,PERDUE VICTORY INC,10400,2016,Republican,0
Philip F. Anschutz,Los Angeles Kings,NHL,HATCH ELECTION COMMITTEE INC,8100,2016,Republican,0
Philip F. Anschutz,Los Angeles Kings,NHL,COLLINS FOR SENATOR,5600,2020,Republican,0
Philip F. Anschutz,Los Angeles Kings,NHL,COLLINS VICTORY COMMITTEE,5600,2020,Republican,0
Philip F. Anschutz,Los Angeles Kings,NHL,FRIENDS OF JIM INHOFE,5600,2020,Republican,0
Philip F. Anschutz,Los Angeles Kings,NHL,GEORGIANS FOR KELLY LOEFFLER,5600,2020,Republican,0
Philip F. Anschutz,Los Angeles Kings,NHL,MORAN FOR KANSAS,5600,2020,Republican,0
Philip F. Anschutz,Los Angeles Kings,NHL,LIZ CHENEY FOR WYOMING,5400,2016,Republican,0
Philip F. Anschutz,Los Angeles Kings,NHL,MORAN FOR KANSAS,5400,2016,Republican,0
Philip F. Anschutz,Los Angeles Kings,NHL,PORTMAN FOR SENATE COMMITTEE,5400,2016,Republican,0
Philip F. Anschutz,Los Angeles Kings,NHL,RON JOHNSON FOR SENATE INC,5400,2016,Republican,0
Philip F. Anschutz,Los Angeles Kings,NHL,VOTETIPTON.COM,5400,2016,Republican,0
Philip F. Anschutz,Los Angeles Kings,NHL,VOTETIPTON.COM,5400,2018,Republican,0
Philip F. Anschutz,Los Angeles Kings,NHL,PROMOTING OUR REPUBLICAN TEAM PAC,5000,2016,Republican,0
Philip F. Anschutz,Los Angeles Kings,NHL,"COLORADANS FOR FAMILY, MILITARY, AND NATION PAC",5000,2018,Republican,0
Philip F. Anschutz,Los Angeles Kings,NHL,COMMON VALUES PAC,5000,2018,Republican,0
Philip F. Anschutz,Los Angeles Kings,NHL,JOHN BOLTON PAC,5000,2018,Republican,0
Philip F. Anschutz,Los Angeles Kings,NHL,VOTETIPTON.COM,2800,2020,Republican,0
Philip F. Anschutz,Los Angeles Kings,NHL,COMMITTEE TO ELECT DARRYL GLENN,2700,2016,Republican,0
Philip F. Anschutz,Los Angeles Kings,NHL,FRIENDS OF JOHN THUNE,2700,2016,Republican,0
Philip F. Anschutz,Los Angeles Kings,NHL,LUMMIS FOR CONGRESS,2500,2016,Republican,0
Philip F. Anschutz,Los Angeles Kings,NHL,FRIENDS OF PAT TOOMEY,1500,2016,Republican,0
Rocky Wirtz,Chicago Blackhawks,NHL,RIGHT TO RISE USA,25000,2016,Republican,0
Rocky Wirtz,Chicago Blackhawks,NHL,GRAHAM VICTORY 2020,10300,2020,Republican,0
Rocky Wirtz,Chicago Blackhawks,NHL,TRUMP VICTORY,10000,2016,Republican,0
Rocky Wirtz,Chicago Blackhawks,NHL,NATIONAL BEER WHOLESALERS ASSOCIATION PAC,10000,2016,Bipartisan,0
Rocky Wirtz,Chicago Blackhawks,NHL,WINE AND SPIRITS WHOLESALERS OF AMERICA INC PAC,10000,2016,Bipartisan,0
Rocky Wirtz,Chicago Blackhawks,NHL,NATIONAL BEER WHOLESALERS ASSOCIATION PAC,10000,2020,Bipartisan,0
Rocky Wirtz,Chicago Blackhawks,NHL,WINE AND SPIRITS WHOLESALERS OF AMERICA INC PAC ,10000,2020,Bipartisan,0
Rocky Wirtz,Chicago Blackhawks,NHL,"TEAM GRAHAM, INC",5600,2020,Republican,0
Rocky Wirtz,Chicago Blackhawks,NHL,UNIVERSITY PUBLIC ISSUES COMMITTEE,5000,2018,"Bipartisan, but mostly Democratic",0
Rocky Wirtz,Chicago Blackhawks,NHL,NATIONAL BEER WHOLESALERS ASSOCIATION PAC,5000,2018,Bipartisan,0
Rocky Wirtz,Chicago Blackhawks,NHL,"WINE AND SPIRITS WHOLESALERS OF AMERICA, INC PAC",5000,2018,Bipartisan,0
Rocky Wirtz,Chicago Blackhawks,NHL,ROSKAM FOR CONGRESS COMMITTEE,3700,2018,Republican,0
Rocky Wirtz,Chicago Blackhawks,NHL,DOLD FOR CONGRESS,3354,2016,Republican,0
Rocky Wirtz,Chicago Blackhawks,NHL,HOUSLEY FOR SENATE COMMITTEE,2700,2018,Republican,0
Rocky Wirtz,Chicago Blackhawks,NHL,BETO FOR TEXAS,2700,2018,Democrat,0
Rocky Wirtz,Chicago Blackhawks,NHL,DAN LIPINSKI FOR CONGRESS,2600,2018,Democrat,0
Rocky Wirtz,Chicago Blackhawks,NHL,SCHNEIDER FOR CONGRESS,2000,2020,Democrat,0
Rocky Wirtz,Chicago Blackhawks,NHL,LAHOOD FOR CONGRESS,1250,2020,Republican,0
Rocky Wirtz,Chicago Blackhawks,NHL,JEB 2016 INC,1000,2016,Republican,0
Rocky Wirtz,Chicago Blackhawks,NHL,MIKE BOST FOR CONGRESS COMMITTEE,1000,2016,Republican,0
Rocky Wirtz,Chicago Blackhawks,NHL,PORTMAN FOR SENATE COMMITTEE,1000,2016,Republican,0
Rocky Wirtz,Chicago Blackhawks,NHL,THE RICHARD BURR COMMITTEE,1000,2016,Republican,0
Rocky Wirtz,Chicago Blackhawks,NHL,UNIVERSITY PUBLIC ISSUEES COMMITTEE,1000,2016,"Bipartisan, but mostly Democratic",0
Ron Burkle,Pittsburgh Penguins,NHL,SMP,500000,2018,Democrat,0
Ron Burkle,Pittsburgh Penguins,NHL,PROTECT THE HOUSE,371500,2018,Republican,0
Ron Burkle,Pittsburgh Penguins,NHL,STANDING UP FOR CALIFORNIA'S MIDDLE CLASS,100000,2016,Democrat,0
Ron Burkle,Pittsburgh Penguins,NHL,NEW DAY FOR AMERICA,100000,2016,Republican,0
Ron Burkle,Pittsburgh Penguins,NHL,MCCARTHY VICTORY FUND,100000,2018,Republican,0
Ron Burkle,Pittsburgh Penguins,NHL,TAKE BACK THE HOUSE 2020,46100,2020,Republican,0
Ron Burkle,Pittsburgh Penguins,NHL,KAMALA HARRIS VICTORY FUND,15400,2016,Democrat,0
Ron Burkle,Pittsburgh Penguins,NHL,BOOKER SENATE VICTORY,5400,2018,Democrat,0
Ron Burkle,Pittsburgh Penguins,NHL,FEINSTEIN FOR SENATE 2024,5400,2018,Democrat,0
Ron Burkle,Pittsburgh Penguins,NHL,LOS ANGELES COUNTY DEMOCRATIC CENTRAL COMMITTEE,5000,2018,Democrat,0
Ron Burkle,Pittsburgh Penguins,NHL,MARCO RUBIO FOR PRESIDENT,2700,2016,Republican,0
Ron Burkle,Pittsburgh Penguins,NHL,DR. RAUL RUIZ FOR CONGRESS,2700,2016,Democrat,0
Ron Burkle,Pittsburgh Penguins,NHL,TONY CARDENAS FOR CONGRESS,2700,2016,Democrat,0
Ron Burkle,Pittsburgh Penguins,NHL,CORY 2020,2700,2020,Democrat,0
Scott Malkin,New York Islanders,NHL,SHAHEEN FOR SENATE,5600,2020,Democrat,0
Scott Malkin,New York Islanders,NHL,FRIENDS OF SCHUMER,2700,2016,Democrat,0
Ted Leonsis,Washington Capitals,NHL,HILLARY VICTORY FUND,108413,2016,Democrat,0
Ted Leonsis,Washington Capitals,NHL,VIRGINIA TOGETHER,10400,2018,Democrat,0
Ted Leonsis,Washington Capitals,NHL,FRIENDS OF JOHN SARBANES,5400,2016,Democrat,0
Ted Leonsis,Washington Capitals,NHL,KATHLEEN MATTHEWS FOR CONGRESS,5400,2016,Democrat,0
Ted Leonsis,Washington Capitals,NHL,MAGGIE FOR NH,5400,2016,Democrat,0
Ted Leonsis,Washington Capitals,NHL,WARNER VICTORY FUND,5400,2020,Democrat,0
Ted Leonsis,Washington Capitals,NHL,CONNOLLY FOR CONGRESS,5000,2018,Democrat,0
Ted Leonsis,Washington Capitals,NHL,LUANN BENNETT FOR CONGRESS,2700,2016,Democrat,0
Ted Leonsis,Washington Capitals,NHL,VAN HOLLEN FOR SENATE,2700,2016,Democrat,0
Ted Leonsis,Washington Capitals,NHL,"DAVID TRONE FOR CONGRESS, INC",2700,2018,Democrat,0
Ted Leonsis,Washington Capitals,NHL,DAS FOR CONGRESS,2600,2018,Democrat,0
Ted Leonsis,Washington Capitals,NHL,ALEX T FOR CONGRESS,2400,2018,Democrat,0
Ted Leonsis,Washington Capitals,NHL,THE NIKI TSONGAS COMMITTEE,2000,2016,Democrat,0
Ted Leonsis,Washington Capitals,NHL,FRIENDS OF JOHN SARBANES,2000,2018,Democrat,0
Ted Leonsis,Washington Capitals,NHL,FRIENDS OF JOHN DELANEY,1000,2016,Democrat,0
Terry Pegula,Buffalo Sabres,NHL,TOOMEY VICTORY COMMITTEE,29600,2016,Republican,0
Terry Pegula,Buffalo Sabres,NHL,TOOMEY PENNSYLVANIA VICTORY FUND,15400,2016,Republican,0
Terry Pegula,Buffalo Sabres,NHL,JACOBS FOR CONGRESS,5600,2020,Republican,0
Terry Pegula,Buffalo Sabres,NHL,HOUSLEY FOR SENATE COMMITTEE,5400,2018,Republican,0
Terry Pegula,Buffalo Sabres,NHL,CITIZENS FOR PROSPERITY IN AMERICA TODAY PAC,5000,2016,Republican,0
Terry Pegula,Buffalo Sabres,NHL,NATIONAL STRIPPER WELL ASSOCIATION PAC (NSWA PAC),5000,2016,Bipartisan,0
Terry Pegula,Buffalo Sabres,NHL,IPAA WILDCATTERS FUND,5000,2018,Republican,0
Tom Stillman,Saint Louis Blues,NHL,JOSH HAWLEY FOR SENATE,5000,2018,Republican,0
Tom Stillman,Saint Louis Blues,NHL,LIZ CHENEY FOR WYOMING,1000,2016,Republican,0
Tom Stillman,Saint Louis Blues,NHL,BOB HUGIN FOR SENATE INC,1000,2018,Republican,0
Vincent J. Viola,Florida Panthers,NHL,CME GROUP INC. PAC,10000,2016,Bipartisan,0
Vincent J. Viola,Florida Panthers,NHL,CME GROUP INC. PAC,10000,2018,Bipartisan,0
Vincent J. Viola,Florida Panthers,NHL,CME GROUP INC. PAC,5000,2020,Bipartisan,0
